ID,Country,Region,City,Latitude,Longitude
5494,-,-,-,N/A,N/A
5508,-,-,-,N/A,N/A
5524,-,-,-,N/A,N/A
5527,-,-,-,N/A,N/A
5549,-,-,-,N/A,N/A
5557,-,-,-,N/A,N/A
5560,-,-,-,N/A,N/A
5561,-,-,-,N/A,N/A
5576,-,-,-,N/A,N/A
5597,-,-,-,N/A,N/A
5618,-,-,-,N/A,N/A
5621,-,-,-,N/A,N/A
5625,-,-,-,N/A,N/A
5638,-,-,-,N/A,N/A
5668,-,-,-,N/A,N/A
5673,-,-,-,N/A,N/A
5676,-,-,-,N/A,N/A
5680,-,-,-,N/A,N/A
5683,-,-,-,N/A,N/A
5691,-,-,-,N/A,N/A
5701,-,-,-,N/A,N/A
5720,-,-,-,N/A,N/A
5731,-,-,-,N/A,N/A
5760,-,-,-,N/A,N/A
5762,-,-,-,N/A,N/A
5765,-,-,-,N/A,N/A
5773,-,-,-,N/A,N/A
5802,-,-,-,N/A,N/A
5814,-,-,-,N/A,N/A
5816,-,-,-,N/A,N/A
5820,-,-,-,N/A,N/A
5838,-,-,-,N/A,N/A
5839,-,-,-,N/A,N/A
5843,-,-,-,N/A,N/A
5862,-,-,-,N/A,N/A
5869,-,-,-,N/A,N/A
5873,-,-,-,N/A,N/A
5878,-,-,-,N/A,N/A
5880,-,-,-,N/A,N/A
5881,-,-,-,N/A,N/A
5882,-,-,-,N/A,N/A
5883,-,-,-,N/A,N/A
5890,-,-,-,N/A,N/A
5891,-,-,-,N/A,N/A
5901,-,-,-,N/A,N/A
5905,-,-,-,N/A,N/A
5911,-,-,-,N/A,N/A
5913,-,-,-,N/A,N/A
5916,-,-,-,N/A,N/A
5918,-,-,-,N/A,N/A
5919,-,-,-,N/A,N/A
5920,-,-,-,N/A,N/A
5925,-,-,-,N/A,N/A
5929,-,-,-,N/A,N/A
5940,-,-,-,N/A,N/A
5941,-,-,-,N/A,N/A
5942,-,-,-,N/A,N/A
5946,-,-,-,N/A,N/A
5947,-,-,-,N/A,N/A
5954,-,-,-,N/A,N/A
5955,-,-,-,N/A,N/A
5959,-,-,-,N/A,N/A
5960,-,-,-,N/A,N/A
5961,-,-,-,N/A,N/A
5963,-,-,-,N/A,N/A
5966,-,-,-,N/A,N/A
5975,-,-,-,N/A,N/A
5982,-,-,-,N/A,N/A
5983,-,-,-,N/A,N/A
5988,-,-,-,N/A,N/A
5990,-,-,-,N/A,N/A
5998,-,-,-,N/A,N/A
5999,-,-,-,N/A,N/A
6001,-,-,-,N/A,N/A
6005,-,-,-,N/A,N/A
6007,-,-,-,N/A,N/A
6009,-,-,-,N/A,N/A
6015,-,-,-,N/A,N/A
6016,-,-,-,N/A,N/A
6021,-,-,-,N/A,N/A
6022,-,-,-,N/A,N/A
6023,-,-,-,N/A,N/A
6024,-,-,-,N/A,N/A
6048,-,-,-,N/A,N/A
6072,-,-,-,N/A,N/A
6078,-,-,-,N/A,N/A
6079,-,-,-,N/A,N/A
6080,-,-,-,N/A,N/A
6093,-,-,-,N/A,N/A
6102,-,-,-,N/A,N/A
6103,-,-,-,N/A,N/A
6106,-,-,-,N/A,N/A
6110,-,-,-,N/A,N/A
6111,-,-,-,N/A,N/A
6114,-,-,-,N/A,N/A
6118,-,-,-,N/A,N/A
6119,-,-,-,N/A,N/A
6120,-,-,-,N/A,N/A
6139,-,-,-,N/A,N/A
6140,-,-,-,N/A,N/A
6153,-,-,-,N/A,N/A
6156,-,-,-,N/A,N/A
6158,-,-,-,N/A,N/A
6162,-,-,-,N/A,N/A
6170,-,-,-,N/A,N/A
6172,-,-,-,N/A,N/A
6173,-,-,-,N/A,N/A
6185,-,-,-,N/A,N/A
6194,-,-,-,N/A,N/A
6195,-,-,-,N/A,N/A
6198,-,-,-,N/A,N/A
6201,-,-,-,N/A,N/A
6202,-,-,-,N/A,N/A
6207,-,-,-,N/A,N/A
6208,-,-,-,N/A,N/A
6209,-,-,-,N/A,N/A
6210,-,-,-,N/A,N/A
6212,-,-,-,N/A,N/A
6214,-,-,-,N/A,N/A
6219,-,-,-,N/A,N/A
6223,-,-,-,N/A,N/A
6225,-,-,-,N/A,N/A
6226,-,-,-,N/A,N/A
6227,-,-,-,N/A,N/A
6228,-,-,-,N/A,N/A
6229,-,-,-,N/A,N/A
6230,-,-,-,N/A,N/A
6231,-,-,-,N/A,N/A
6232,-,-,-,N/A,N/A
6233,-,-,-,N/A,N/A
6234,-,-,-,N/A,N/A
6235,-,-,-,N/A,N/A
6236,-,-,-,N/A,N/A
6237,-,-,-,N/A,N/A
6238,-,-,-,N/A,N/A
6239,-,-,-,N/A,N/A
6240,-,-,-,N/A,N/A
6242,-,-,-,N/A,N/A
6254,-,-,-,N/A,N/A
6255,-,-,-,N/A,N/A
6262,-,-,-,N/A,N/A
6275,-,-,-,N/A,N/A
6280,-,-,-,N/A,N/A
6288,-,-,-,N/A,N/A
6289,-,-,-,N/A,N/A
6290,-,-,-,N/A,N/A
6292,-,-,-,N/A,N/A
6298,-,-,-,N/A,N/A
6300,-,-,-,N/A,N/A
6301,-,-,-,N/A,N/A
6304,-,-,-,N/A,N/A
6306,-,-,-,N/A,N/A
6308,-,-,-,N/A,N/A
6309,-,-,-,N/A,N/A
6312,-,-,-,N/A,N/A
6315,-,-,-,N/A,N/A
6319,-,-,-,N/A,N/A
6323,-,-,-,N/A,N/A
6331,-,-,-,N/A,N/A
6340,-,-,-,N/A,N/A
6341,-,-,-,N/A,N/A
6346,-,-,-,N/A,N/A
6347,-,-,-,N/A,N/A
6355,-,-,-,N/A,N/A
6356,-,-,-,N/A,N/A
6357,-,-,-,N/A,N/A
6359,-,-,-,N/A,N/A
6364,-,-,-,N/A,N/A
6369,-,-,-,N/A,N/A
6370,-,-,-,N/A,N/A
6376,-,-,-,N/A,N/A
6381,-,-,-,N/A,N/A
6384,-,-,-,N/A,N/A
6385,-,-,-,N/A,N/A
6387,-,-,-,N/A,N/A
6391,-,-,-,N/A,N/A
6393,-,-,-,N/A,N/A
6395,-,-,-,N/A,N/A
6397,-,-,-,N/A,N/A
6400,-,-,-,N/A,N/A
6401,-,-,-,N/A,N/A
6403,-,-,-,N/A,N/A
6404,-,-,-,N/A,N/A
6408,-,-,-,N/A,N/A
6411,-,-,-,N/A,N/A
6423,-,-,-,N/A,N/A
6428,-,-,-,N/A,N/A
6429,-,-,-,N/A,N/A
6432,-,-,-,N/A,N/A
6443,-,-,-,N/A,N/A
6447,-,-,-,N/A,N/A
6448,-,-,-,N/A,N/A
6449,-,-,-,N/A,N/A
6450,-,-,-,N/A,N/A
6452,-,-,-,N/A,N/A
6468,-,-,-,N/A,N/A
6485,-,-,-,N/A,N/A
6491,-,-,-,N/A,N/A
6492,-,-,-,N/A,N/A
6493,-,-,-,N/A,N/A
6494,-,-,-,N/A,N/A
6498,-,-,-,N/A,N/A
6505,-,-,-,N/A,N/A
6513,-,-,-,N/A,N/A
6523,-,-,-,N/A,N/A
6567,-,-,-,N/A,N/A
6572,-,-,-,N/A,N/A
6574,-,-,-,N/A,N/A
6575,-,-,-,N/A,N/A
6581,-,-,-,N/A,N/A
6583,-,-,-,N/A,N/A
6584,-,-,-,N/A,N/A
6585,-,-,-,N/A,N/A
6616,-,-,-,N/A,N/A
6632,-,-,-,N/A,N/A
6633,-,-,-,N/A,N/A
6640,-,-,-,N/A,N/A
6651,-,-,-,N/A,N/A
6674,-,-,-,N/A,N/A
6675,-,-,-,N/A,N/A
6696,-,-,-,N/A,N/A
6709,-,-,-,N/A,N/A
6719,-,-,-,N/A,N/A
6720,-,-,-,N/A,N/A
6723,-,-,-,N/A,N/A
6725,-,-,-,N/A,N/A
6768,-,-,-,N/A,N/A
6771,-,-,-,N/A,N/A
6789,-,-,-,N/A,N/A
6835,-,-,-,N/A,N/A
6846,-,-,-,N/A,N/A
6860,-,-,-,N/A,N/A
6864,-,-,-,N/A,N/A
6866,-,-,-,N/A,N/A
6868,-,-,-,N/A,N/A
6899,-,-,-,N/A,N/A
6903,-,-,-,N/A,N/A
6909,-,-,-,N/A,N/A
6911,-,-,-,N/A,N/A
6920,-,-,-,N/A,N/A
6922,-,-,-,N/A,N/A
6952,-,-,-,N/A,N/A
6957,-,-,-,N/A,N/A
6986,-,-,-,N/A,N/A
6987,-,-,-,N/A,N/A
6994,-,-,-,N/A,N/A
6996,-,-,-,N/A,N/A
7002,-,-,-,N/A,N/A
7016,-,-,-,N/A,N/A
7069,-,-,-,N/A,N/A
7077,-,-,-,N/A,N/A
7082,-,-,-,N/A,N/A
7084,-,-,-,N/A,N/A
7106,-,-,-,N/A,N/A
7114,-,-,-,N/A,N/A
7117,-,-,-,N/A,N/A
7186,-,-,-,N/A,N/A
7201,-,-,-,N/A,N/A
7311,-,-,-,N/A,N/A
7312,-,-,-,N/A,N/A
7323,-,-,-,N/A,N/A
7338,-,-,-,N/A,N/A
7359,-,-,-,N/A,N/A
7369,-,-,-,N/A,N/A
7382,-,-,-,N/A,N/A
7383,-,-,-,N/A,N/A
7384,-,-,-,N/A,N/A
7430,-,-,-,N/A,N/A
7431,-,-,-,N/A,N/A
7442,-,-,-,N/A,N/A
7443,-,-,-,N/A,N/A
7451,-,-,-,N/A,N/A
7452,-,-,-,N/A,N/A
7459,-,-,-,N/A,N/A
7468,-,-,-,N/A,N/A
7472,-,-,-,N/A,N/A
7474,-,-,-,N/A,N/A
7476,-,-,-,N/A,N/A
7482,-,-,-,N/A,N/A
7484,-,-,-,N/A,N/A
7486,-,-,-,N/A,N/A
7487,-,-,-,N/A,N/A
7489,-,-,-,N/A,N/A
7493,-,-,-,N/A,N/A
7494,-,-,-,N/A,N/A
7495,-,-,-,N/A,N/A
7497,-,-,-,N/A,N/A
7498,-,-,-,N/A,N/A
7499,-,-,-,N/A,N/A
7502,-,-,-,N/A,N/A
7504,-,-,-,N/A,N/A
7506,-,-,-,N/A,N/A
7507,-,-,-,N/A,N/A
7518,-,-,-,N/A,N/A
7519,-,-,-,N/A,N/A
7580,-,-,-,N/A,N/A
7581,-,-,-,N/A,N/A
7591,-,-,-,N/A,N/A
7592,-,-,-,N/A,N/A
7593,-,-,-,N/A,N/A
7594,-,-,-,N/A,N/A
7662,-,-,-,N/A,N/A
7710,-,-,-,N/A,N/A
7725,-,-,-,N/A,N/A
7784,-,-,-,N/A,N/A
7815,-,-,-,N/A,N/A
7855,-,-,-,N/A,N/A
7861,-,-,-,N/A,N/A
7886,-,-,-,N/A,N/A
7925,-,-,-,N/A,N/A
7934,-,-,-,N/A,N/A
7993,-,-,-,N/A,N/A
8023,-,-,-,N/A,N/A
8066,-,-,-,N/A,N/A
8100,-,-,-,N/A,N/A
8123,-,-,-,N/A,N/A
8129,-,-,-,N/A,N/A
8228,-,-,-,N/A,N/A
8231,-,-,-,N/A,N/A
8281,-,-,-,N/A,N/A
8309,-,-,-,N/A,N/A
8361,-,-,-,N/A,N/A
8369,-,-,-,N/A,N/A
8395,-,-,-,N/A,N/A
8420,-,-,-,N/A,N/A
8442,-,-,-,N/A,N/A
8443,-,-,-,N/A,N/A
8448,-,-,-,N/A,N/A
8454,-,-,-,N/A,N/A
8460,-,-,-,N/A,N/A
8461,-,-,-,N/A,N/A
8498,-,-,-,N/A,N/A
8499,-,-,-,N/A,N/A
8523,-,-,-,N/A,N/A
8549,-,-,-,N/A,N/A
8554,-,-,-,N/A,N/A
8580,-,-,-,N/A,N/A
8586,-,-,-,N/A,N/A
8589,-,-,-,N/A,N/A
8599,-,-,-,N/A,N/A
8606,-,-,-,N/A,N/A
8631,-,-,-,N/A,N/A
8632,-,-,-,N/A,N/A
8633,-,-,-,N/A,N/A
8726,-,-,-,N/A,N/A
8734,-,-,-,N/A,N/A
8735,-,-,-,N/A,N/A
8736,-,-,-,N/A,N/A
8737,-,-,-,N/A,N/A
8738,-,-,-,N/A,N/A
8739,-,-,-,N/A,N/A
8740,-,-,-,N/A,N/A
8745,-,-,-,N/A,N/A
8747,-,-,-,N/A,N/A
8748,-,-,-,N/A,N/A
8749,-,-,-,N/A,N/A
8752,-,-,-,N/A,N/A
8763,-,-,-,N/A,N/A
8775,-,-,-,N/A,N/A
8777,-,-,-,N/A,N/A
8778,-,-,-,N/A,N/A
8779,-,-,-,N/A,N/A
8780,-,-,-,N/A,N/A
8784,-,-,-,N/A,N/A
8796,-,-,-,N/A,N/A
8813,-,-,-,N/A,N/A
8827,-,-,-,N/A,N/A
8836,-,-,-,N/A,N/A
8849,-,-,-,N/A,N/A
8850,-,-,-,N/A,N/A
8873,-,-,-,N/A,N/A
8874,-,-,-,N/A,N/A
8902,-,-,-,N/A,N/A
8907,-,-,-,N/A,N/A
8908,-,-,-,N/A,N/A
8917,-,-,-,N/A,N/A
8919,-,-,-,N/A,N/A
8920,-,-,-,N/A,N/A
8921,-,-,-,N/A,N/A
8922,-,-,-,N/A,N/A
8923,-,-,-,N/A,N/A
8926,-,-,-,N/A,N/A
8942,-,-,-,N/A,N/A
8978,-,-,-,N/A,N/A
8979,-,-,-,N/A,N/A
9020,-,-,-,N/A,N/A
9050,-,-,-,N/A,N/A
9051,-,-,-,N/A,N/A
9052,-,-,-,N/A,N/A
9065,-,-,-,N/A,N/A
9116,-,-,-,N/A,N/A
9152,-,-,-,N/A,N/A
9180,-,-,-,N/A,N/A
9183,-,-,-,N/A,N/A
9185,-,-,-,N/A,N/A
9206,-,-,-,N/A,N/A
9227,-,-,-,N/A,N/A
9258,-,-,-,N/A,N/A
9261,-,-,-,N/A,N/A
9402,-,-,-,N/A,N/A
9414,-,-,-,N/A,N/A
9415,-,-,-,N/A,N/A
9419,-,-,-,N/A,N/A
9458,-,-,-,N/A,N/A
9465,-,-,-,N/A,N/A
9471,-,-,-,N/A,N/A
9473,-,-,-,N/A,N/A
9505,-,-,-,N/A,N/A
9506,-,-,-,N/A,N/A
9514,-,-,-,N/A,N/A
9522,-,-,-,N/A,N/A
9523,-,-,-,N/A,N/A
9524,-,-,-,N/A,N/A
9538,-,-,-,N/A,N/A
9543,-,-,-,N/A,N/A
9562,-,-,-,N/A,N/A
9563,-,-,-,N/A,N/A
9623,-,-,-,N/A,N/A
9643,-,-,-,N/A,N/A
9649,-,-,-,N/A,N/A
9671,-,-,-,N/A,N/A
9674,-,-,-,N/A,N/A
9694,-,-,-,N/A,N/A
9706,-,-,-,N/A,N/A
9720,-,-,-,N/A,N/A
9729,-,-,-,N/A,N/A
9751,-,-,-,N/A,N/A
9826,-,-,-,N/A,N/A
9829,-,-,-,N/A,N/A
9850,-,-,-,N/A,N/A
9862,-,-,-,N/A,N/A
9863,-,-,-,N/A,N/A
9864,-,-,-,N/A,N/A
9878,-,-,-,N/A,N/A
9887,-,-,-,N/A,N/A
9900,-,-,-,N/A,N/A
9916,-,-,-,N/A,N/A
9940,-,-,-,N/A,N/A
9944,-,-,-,N/A,N/A
9961,-,-,-,N/A,N/A
9966,-,-,-,N/A,N/A
9968,-,-,-,N/A,N/A
9969,-,-,-,N/A,N/A
9970,-,-,-,N/A,N/A
9974,-,-,-,N/A,N/A
9975,-,-,-,N/A,N/A
9976,-,-,-,N/A,N/A
9977,-,-,-,N/A,N/A
9980,-,-,-,N/A,N/A
9983,-,-,-,N/A,N/A
10001,-,-,-,N/A,N/A
10009,-,-,-,N/A,N/A
10028,-,-,-,N/A,N/A
10032,-,-,-,N/A,N/A
10034,-,-,-,N/A,N/A
10037,-,-,-,N/A,N/A
10043,-,-,-,N/A,N/A
10048,-,-,-,N/A,N/A
10054,-,-,-,N/A,N/A
10092,-,-,-,N/A,N/A
10115,-,-,-,N/A,N/A
10120,-,-,-,N/A,N/A
10129,-,-,-,N/A,N/A
10150,-,-,-,N/A,N/A
10152,-,-,-,N/A,N/A
10156,-,-,-,N/A,N/A
10159,-,-,-,N/A,N/A
10161,-,-,-,N/A,N/A
10164,-,-,-,N/A,N/A
10184,-,-,-,N/A,N/A
10193,-,-,-,N/A,N/A
10207,-,-,-,N/A,N/A
10238,-,-,-,N/A,N/A
10255,-,-,-,N/A,N/A
10264,-,-,-,N/A,N/A
10278,-,-,-,N/A,N/A
10284,-,-,-,N/A,N/A
10303,-,-,-,N/A,N/A
10306,-,-,-,N/A,N/A
10307,-,-,-,N/A,N/A
10313,-,-,-,N/A,N/A
10315,-,-,-,N/A,N/A
10320,-,-,-,N/A,N/A
10322,-,-,-,N/A,N/A
10327,-,-,-,N/A,N/A
10331,-,-,-,N/A,N/A
10338,-,-,-,N/A,N/A
10371,-,-,-,N/A,N/A
10447,-,-,-,N/A,N/A
10449,-,-,-,N/A,N/A
10450,-,-,-,N/A,N/A
10455,-,-,-,N/A,N/A
10465,-,-,-,N/A,N/A
10471,-,-,-,N/A,N/A
10488,-,-,-,N/A,N/A
10489,-,-,-,N/A,N/A
10490,-,-,-,N/A,N/A
10500,-,-,-,N/A,N/A
10501,-,-,-,N/A,N/A
10502,-,-,-,N/A,N/A
10516,-,-,-,N/A,N/A
10517,-,-,-,N/A,N/A
10518,-,-,-,N/A,N/A
10540,-,-,-,N/A,N/A
10551,-,-,-,N/A,N/A
10552,-,-,-,N/A,N/A
10553,-,-,-,N/A,N/A
10554,-,-,-,N/A,N/A
10556,-,-,-,N/A,N/A
10557,-,-,-,N/A,N/A
10558,-,-,-,N/A,N/A
10559,-,-,-,N/A,N/A
10560,-,-,-,N/A,N/A
10561,-,-,-,N/A,N/A
10563,-,-,-,N/A,N/A
10576,-,-,-,N/A,N/A
10593,-,-,-,N/A,N/A
10608,-,-,-,N/A,N/A
10614,-,-,-,N/A,N/A
10622,-,-,-,N/A,N/A
10624,-,-,-,N/A,N/A
10626,-,-,-,N/A,N/A
10627,-,-,-,N/A,N/A
10641,-,-,-,N/A,N/A
10642,-,-,-,N/A,N/A
10643,-,-,-,N/A,N/A
10678,-,-,-,N/A,N/A
10691,-,-,-,N/A,N/A
10694,-,-,-,N/A,N/A
10696,-,-,-,N/A,N/A
10710,-,-,-,N/A,N/A
10713,-,-,-,N/A,N/A
10729,-,-,-,N/A,N/A
10730,-,-,-,N/A,N/A
10758,-,-,-,N/A,N/A
10766,-,-,-,N/A,N/A
10776,-,-,-,N/A,N/A
10777,-,-,-,N/A,N/A
10778,-,-,-,N/A,N/A
10786,-,-,-,N/A,N/A
10788,-,-,-,N/A,N/A
10793,-,-,-,N/A,N/A
10799,-,-,-,N/A,N/A
10834,-,-,-,N/A,N/A
10856,-,-,-,N/A,N/A
10871,-,-,-,N/A,N/A
10882,-,-,-,N/A,N/A
10884,-,-,-,N/A,N/A
10896,-,-,-,N/A,N/A
10900,-,-,-,N/A,N/A
10936,-,-,-,N/A,N/A
10938,-,-,-,N/A,N/A
10940,-,-,-,N/A,N/A
10946,-,-,-,N/A,N/A
10948,-,-,-,N/A,N/A
10957,-,-,-,N/A,N/A
10987,-,-,-,N/A,N/A
10988,-,-,-,N/A,N/A
11009,-,-,-,N/A,N/A
11011,-,-,-,N/A,N/A
11013,-,-,-,N/A,N/A
11015,-,-,-,N/A,N/A
11016,-,-,-,N/A,N/A
11018,-,-,-,N/A,N/A
11023,-,-,-,N/A,N/A
11024,-,-,-,N/A,N/A
11025,-,-,-,N/A,N/A
11026,-,-,-,N/A,N/A
11027,-,-,-,N/A,N/A
11032,-,-,-,N/A,N/A
11034,-,-,-,N/A,N/A
11035,-,-,-,N/A,N/A
11040,-,-,-,N/A,N/A
11041,-,-,-,N/A,N/A
11044,-,-,-,N/A,N/A
11050,-,-,-,N/A,N/A
11051,-,-,-,N/A,N/A
11059,-,-,-,N/A,N/A
11061,-,-,-,N/A,N/A
11064,-,-,-,N/A,N/A
11065,-,-,-,N/A,N/A
11066,-,-,-,N/A,N/A
11070,-,-,-,N/A,N/A
11074,-,-,-,N/A,N/A
11077,-,-,-,N/A,N/A
11078,-,-,-,N/A,N/A
11079,-,-,-,N/A,N/A
11080,-,-,-,N/A,N/A
11083,-,-,-,N/A,N/A
11186,-,-,-,N/A,N/A
11187,-,-,-,N/A,N/A
11230,-,-,-,N/A,N/A
11265,-,-,-,N/A,N/A
11282,-,-,-,N/A,N/A
11299,-,-,-,N/A,N/A
11312,-,-,-,N/A,N/A
11344,-,-,-,N/A,N/A
11345,-,-,-,N/A,N/A
11346,-,-,-,N/A,N/A
11356,-,-,-,N/A,N/A
11360,-,-,-,N/A,N/A
11361,-,-,-,N/A,N/A
11363,-,-,-,N/A,N/A
11364,-,-,-,N/A,N/A
11365,-,-,-,N/A,N/A
11369,-,-,-,N/A,N/A
11371,-,-,-,N/A,N/A
11373,-,-,-,N/A,N/A
11374,-,-,-,N/A,N/A
11375,-,-,-,N/A,N/A
11377,-,-,-,N/A,N/A
11386,-,-,-,N/A,N/A
11390,-,-,-,N/A,N/A
11391,-,-,-,N/A,N/A
11392,-,-,-,N/A,N/A
11393,-,-,-,N/A,N/A
11394,-,-,-,N/A,N/A
11395,-,-,-,N/A,N/A
11397,-,-,-,N/A,N/A
11411,-,-,-,N/A,N/A
11412,-,-,-,N/A,N/A
11413,-,-,-,N/A,N/A
11414,-,-,-,N/A,N/A
11415,-,-,-,N/A,N/A
11416,-,-,-,N/A,N/A
11417,-,-,-,N/A,N/A
11418,-,-,-,N/A,N/A
11420,-,-,-,N/A,N/A
11421,-,-,-,N/A,N/A
11424,-,-,-,N/A,N/A
11426,-,-,-,N/A,N/A
11427,-,-,-,N/A,N/A
11430,-,-,-,N/A,N/A
11432,-,-,-,N/A,N/A
11433,-,-,-,N/A,N/A
11434,-,-,-,N/A,N/A
11435,-,-,-,N/A,N/A
11438,-,-,-,N/A,N/A
11440,-,-,-,N/A,N/A
11441,-,-,-,N/A,N/A
11443,-,-,-,N/A,N/A
11446,-,-,-,N/A,N/A
11450,-,-,-,N/A,N/A
11454,-,-,-,N/A,N/A
11456,-,-,-,N/A,N/A
11463,-,-,-,N/A,N/A
11464,-,-,-,N/A,N/A
11465,-,-,-,N/A,N/A
11471,-,-,-,N/A,N/A
11473,-,-,-,N/A,N/A
11475,-,-,-,N/A,N/A
11478,-,-,-,N/A,N/A
11479,-,-,-,N/A,N/A
11480,-,-,-,N/A,N/A
11481,-,-,-,N/A,N/A
11482,-,-,-,N/A,N/A
11484,-,-,-,N/A,N/A
11486,-,-,-,N/A,N/A
11492,-,-,-,N/A,N/A
11493,-,-,-,N/A,N/A
11494,-,-,-,N/A,N/A
11495,-,-,-,N/A,N/A
11496,-,-,-,N/A,N/A
11499,-,-,-,N/A,N/A
11504,-,-,-,N/A,N/A
11505,-,-,-,N/A,N/A
11508,-,-,-,N/A,N/A
11515,-,-,-,N/A,N/A
11516,-,-,-,N/A,N/A
11517,-,-,-,N/A,N/A
11526,-,-,-,N/A,N/A
11529,-,-,-,N/A,N/A
11531,-,-,-,N/A,N/A
11533,-,-,-,N/A,N/A
11534,-,-,-,N/A,N/A
11535,-,-,-,N/A,N/A
11536,-,-,-,N/A,N/A
11549,-,-,-,N/A,N/A
11551,-,-,-,N/A,N/A
11553,-,-,-,N/A,N/A
11554,-,-,-,N/A,N/A
11556,-,-,-,N/A,N/A
11558,-,-,-,N/A,N/A
11561,-,-,-,N/A,N/A
11564,-,-,-,N/A,N/A
11566,-,-,-,N/A,N/A
11569,-,-,-,N/A,N/A
11571,-,-,-,N/A,N/A
11572,-,-,-,N/A,N/A
11575,-,-,-,N/A,N/A
11576,-,-,-,N/A,N/A
11577,-,-,-,N/A,N/A
11583,-,-,-,N/A,N/A
11584,-,-,-,N/A,N/A
11586,-,-,-,N/A,N/A
11592,-,-,-,N/A,N/A
11593,-,-,-,N/A,N/A
11595,-,-,-,N/A,N/A
11597,-,-,-,N/A,N/A
11598,-,-,-,N/A,N/A
11599,-,-,-,N/A,N/A
11601,-,-,-,N/A,N/A
11604,-,-,-,N/A,N/A
11605,-,-,-,N/A,N/A
11607,-,-,-,N/A,N/A
11613,-,-,-,N/A,N/A
11615,-,-,-,N/A,N/A
11618,-,-,-,N/A,N/A
11622,-,-,-,N/A,N/A
11624,-,-,-,N/A,N/A
11625,-,-,-,N/A,N/A
11626,-,-,-,N/A,N/A
11627,-,-,-,N/A,N/A
11634,-,-,-,N/A,N/A
11638,-,-,-,N/A,N/A
11692,-,-,-,N/A,N/A
11773,-,-,-,N/A,N/A
11848,-,-,-,N/A,N/A
11875,-,-,-,N/A,N/A
11877,-,-,-,N/A,N/A
11880,-,-,-,N/A,N/A
11883,-,-,-,N/A,N/A
11887,-,-,-,N/A,N/A
11893,-,-,-,N/A,N/A
11897,-,-,-,N/A,N/A
11900,-,-,-,N/A,N/A
11901,-,-,-,N/A,N/A
11906,-,-,-,N/A,N/A
11909,-,-,-,N/A,N/A
11910,-,-,-,N/A,N/A
11912,-,-,-,N/A,N/A
11917,-,-,-,N/A,N/A
11920,-,-,-,N/A,N/A
11926,-,-,-,N/A,N/A
11935,-,-,-,N/A,N/A
11947,-,-,-,N/A,N/A
11951,-,-,-,N/A,N/A
11953,-,-,-,N/A,N/A
11954,-,-,-,N/A,N/A
11967,-,-,-,N/A,N/A
11968,-,-,-,N/A,N/A
11969,-,-,-,N/A,N/A
11971,-,-,-,N/A,N/A
11972,-,-,-,N/A,N/A
11974,-,-,-,N/A,N/A
11975,-,-,-,N/A,N/A
11982,-,-,-,N/A,N/A
11984,-,-,-,N/A,N/A
11985,-,-,-,N/A,N/A
11987,-,-,-,N/A,N/A
11989,-,-,-,N/A,N/A
11990,-,-,-,N/A,N/A
11993,-,-,-,N/A,N/A
11996,-,-,-,N/A,N/A
11998,-,-,-,N/A,N/A
12000,-,-,-,N/A,N/A
12011,-,-,-,N/A,N/A
12018,-,-,-,N/A,N/A
12019,-,-,-,N/A,N/A
12024,-,-,-,N/A,N/A
12028,-,-,-,N/A,N/A
12038,-,-,-,N/A,N/A
12041,-,-,-,N/A,N/A
12042,-,-,-,N/A,N/A
12050,-,-,-,N/A,N/A
12055,-,-,-,N/A,N/A
12059,-,-,-,N/A,N/A
12060,-,-,-,N/A,N/A
12070,-,-,-,N/A,N/A
12072,-,-,-,N/A,N/A
12078,-,-,-,N/A,N/A
12080,-,-,-,N/A,N/A
12083,-,-,-,N/A,N/A
12088,-,-,-,N/A,N/A
12096,-,-,-,N/A,N/A
12098,-,-,-,N/A,N/A
12099,-,-,-,N/A,N/A
12101,-,-,-,N/A,N/A
12102,-,-,-,N/A,N/A
12103,-,-,-,N/A,N/A
12114,-,-,-,N/A,N/A
12119,-,-,-,N/A,N/A
12120,-,-,-,N/A,N/A
12121,-,-,-,N/A,N/A
12124,-,-,-,N/A,N/A
12127,-,-,-,N/A,N/A
12132,-,-,-,N/A,N/A
12134,-,-,-,N/A,N/A
12136,-,-,-,N/A,N/A
12140,-,-,-,N/A,N/A
12148,-,-,-,N/A,N/A
12150,-,-,-,N/A,N/A
12153,-,-,-,N/A,N/A
12155,-,-,-,N/A,N/A
12161,-,-,-,N/A,N/A
12164,-,-,-,N/A,N/A
12171,-,-,-,N/A,N/A
12179,-,-,-,N/A,N/A
12180,-,-,-,N/A,N/A
12184,-,-,-,N/A,N/A
12185,-,-,-,N/A,N/A
12189,-,-,-,N/A,N/A
12191,-,-,-,N/A,N/A
12192,-,-,-,N/A,N/A
12196,-,-,-,N/A,N/A
12203,-,-,-,N/A,N/A
12205,-,-,-,N/A,N/A
12209,-,-,-,N/A,N/A
12210,-,-,-,N/A,N/A
12217,-,-,-,N/A,N/A
12223,-,-,-,N/A,N/A
12226,-,-,-,N/A,N/A
12228,-,-,-,N/A,N/A
12229,-,-,-,N/A,N/A
12231,-,-,-,N/A,N/A
12232,-,-,-,N/A,N/A
12235,-,-,-,N/A,N/A
12238,-,-,-,N/A,N/A
12241,-,-,-,N/A,N/A
12245,-,-,-,N/A,N/A
12250,-,-,-,N/A,N/A
12259,-,-,-,N/A,N/A
